claimid,claim,doi,link,abstitle,abssentid,abssent,labels,
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,12,He started low dose AraC at this time and received one 21 day course.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,13,He showed hematological recovery by September 2009.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,14,"Repeat bone marrow biopsy on October 5th, 2009 showed 6% residual myeloblast and 40% monocytic population.",N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,15,"Because of previous signals of response at our centre to dandelion root tea/ water extract, and because of his current palliative diagnosis, we mentioned dandelion root tea to him.",N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,16,He started this tea on his own and was followed expectantly.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,17,Another bone marrow biopsy at the end of November 2009 showed only residual monocytic population of 10 – 12 % with 79% myeloid cells showing dysplastic features consistent with chronic myelomonocytic leukemia type 2.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,18,"In March 2010, his platelet count started a gradual decline.",N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,19,"By December 29, 2010, the platelet count had dropped to 35,000 × 10 9, and a bone marrow biopsy was done to determine etiology.",N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,20,"Bone marrow biopsy from January 25, 2011 shows features suggestive chronic myelomonocytic leukemia.",S, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,21,"This biopsy revealed monocytic cells, as well as occasional promonocytes.",S, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,22,"There was adequate megakaryoctyes, no Auer rods, no blasts.",N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,23,"The monocytes expressed 9% of the total nucleated cells, and did not express CD56.",N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,24,Flow cytometry reported all normal.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,25,A diagnosis of idiopathic thrombocytopenic purpura was made and patient was started on prednisone with subsequent improvement in his platelet count.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,26,"CBC on July 4, 2011, almost two years from his diagnosis of refractory M5 AML, patient’s CBC is almost normal with a white blood count of 7.5 ×10*9/L, hemoglobin of 122 g/L, platelets of 134 ×10*9/L, neutrophils of 3.6 × 10*9/L, monocytes of 1.65 × 10*9/L.",N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,27,His quality of life remains excellent.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,28,He continues using dandelion root tea.,N, 
56,"""Dandelion root is able to kill 98% of cancer cells within 48 hours.""",10.1182/blood.V118.21.4288.4288,https://www.politifact.com/factchecks/2021/jun/17/instagram-posts/fact-checking-claim-dandelion-root-extract-cancer-/,Unusual Response of Acute Monocytic Leukemia to Dandelion Root Extract,29,"In view of this very exciting response and the more temporary response seen in chronic myelomonocytic leukemia, as well as the exciting findings we have seen in monocytic cells lines and tolerance in animal models, we moving into a phase I/II clinical trial examining the effect of dandelion root extract in patients with monocytic leukemias.",N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,1,BNT162b2 is a nucleoside-modified RNA vaccine expressing the full-length prefusion spike glycoprotein (S) of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,2,"In a randomized, placebo-controlled clinical trial involving approximately 44,000 participants, immunization conferred 95% efficacy against coronavirus disease 2019 (Covid-19).1 New, highly transmissible SARS-CoV-2 variants that were first detected in the United Kingdom (B.1.1.7 lineage), South Africa (B.1.351 lineage), and Brazil (P.1 lineage) with mutations in the S gene are spreading globally.",N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,3,"To analyze effects on neutralization elicited by BNT162b2, we engineered S mutations from each of the three new lineages into USA-WA1/2020, a relatively early isolate of the virus from January 2020 (Fig.",S, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,4,"S1 in the Supplementary Appendix, available with the full text of this letter at NEJM.org).",N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,5,We thereby produced three recombinant viruses representing each of these lineages and two additional ones in which we engineered subsets of mutations of the B.1.351 lineage.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,6,"Thus, the first recombinant virus had all the mutations found in the S gene in the B.1.1.7 lineage (B.1.1.7-spike), the second had all the mutations found in the S gene in the P.1 lineage (P.1-spike), the third had all the mutations found in the S gene in the B.1.351 lineage (B.1.351-spike), the fourth had an N-terminal domain deletion found in the B.1.351 lineage and the globally dominant D614G substitution (B.1.351-∆242-244+D614G), and the fifth had the three mutations from the B.1.351 lineage affecting amino acids in the receptor-binding site (K417N, E484K, and N501Y) and a D614G substitution (B.1.351-RBD+D614G).",S, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,7,"The mutant amino acid residues in the B.1.351-RBD+D614G recombinant virus are also among those in the P.1 lineage virus, although in the P.1 lineage virus, K417 is mutated to threonine rather than asparagine.",N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,8,All the mutant viruses yielded infectious viral titers exceeding 107 plaque-forming units per milliliter.,S, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,9,The B.1.1.7-spike and B.1.351-spike viruses formed plaques that were smaller than those formed by the other viruses (Fig.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,10,S2).,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,11,Figure 1.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,12,Serum Neutralization of Variant Strains of SARS-CoV-2 after the Second Dose of BNT162b2 Vaccine.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,13,"We performed 50% plaque reduction neutralization testing (PRNT50) using 20 serum samples that had been obtained from 15 participants in the pivotal trial1,2 2 or 4 weeks after the administration of the second dose of 30 μg of BNT162b2 (which occurred 3 weeks after the first immunization) (Fig.",N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,14,S3).,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,15,All the serum samples efficiently neutralized USA-WA1/2020 and all the viruses with variant spikes.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,16,Almost all of them did so at titers higher than 1:40.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,17,"Geometric mean neutralizing titers against USA-WA1/2020, B.1.1.7-spike, P.1-spike, B.1.351-spike, B.1.351-∆242-244+D614G, and B.1.351-RBD+D614G viruses were 532, 663, 437, 194, 485, and 331, respectively (Figure 1 and Table S1).",S, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,18,"Thus, as compared with neutralization of USA-WA1/2020, neutralization of B.1.1.7-spike and P.1-spike viruses was roughly equivalent, and neutralization of B.1.351-spike virus was robust but lower.",S, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,19,Our data are also consistent with lower neutralization titers against the virus with the full set of B.1.351-spike mutations than against virus with either subset of mutations.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,20,"Our findings also suggest that mutations that result in amino acid substitutions K417N, E484K, and N501Y in the receptor-binding site have a greater effect on neutralization than the 242–244 deletion affecting the N-terminal domain of the spike protein.",N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,21,Limitations of the study include the potential for mutations to alter neutralization by affecting spike function rather than antigenicity.,N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,22,"Therefore, each neutralization assay with a different target virus is unique, and comparisons between neutralization titers from different assays should be interpreted with caution.",N, 
57,"“Sorry Dr Fauci and other fearmongers, new study shows vaccines and naturally acquired immunity DO effectively neutralize COVID variants.”",10.1056/NEJMc2102017,https://www.politifact.com/factchecks/2021/mar/26/rand-paul/his-continued-sparring-fauci-sen-paul-oversimplifi/,Neutralizing Activity of BNT162b2-Elicited Serum,23,"Neutralizing activity against the B.1.351 lineage virus was robust at a geometric mean titer that was much higher than that obtained after one dose of BNT162b2, when strong efficacy was already observed in the C4591001 efficacy trial.1-3 T-cell immunity may also be involved in protection,4 and BNT162b2 immunization elicits CD8+ T-cell responses that recognize multiple variants.5 Ultimately, conclusions about vaccine-mediated protection that are extrapolated from neutralization or T-cell data must be validated by real-world evidence collected in regions where the SARS-CoV-2 variants are circulating.",R, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,1,"Objectives: As global vaccination campaigns against COVID-19 disease commence, vaccine safety needs to be closely assessed.",N, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,2,The safety profile of mRNA-based vaccines in patients with autoimmune inflammatory rheumatic diseases (AIIRD) is unknown.,N, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,3,The objective of this report is to raise awareness of reactivation of herpes zoster (HZ) following the BNT162b2 mRNA vaccination in patients with AIIRD.,N, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,4,"Methods: The safety of the BNT162b2 mRNA vaccination was assessed in an observational study monitoring post-vaccination adverse effects in patients with AIIRD (n = 491) and controls (n = 99), conducted in two rheumatology departments in Israel.",N, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,5,Results: The prevalence of HZ was 1.2% (n = 6) in patients with AIIRD compared with none in controls.,R, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,6,"Six female patients aged 49 ± 11 years with stable AIIRD: RA (n = 4), Sjogren’s syndrome (n = 1), and undifferentiated connective disease (n = 1), developed the first in a lifetime event of HZ within a short time after the first vaccine dose in five cases and after the second vaccine dose in one case.",R, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,7,"In the majority of cases, HZ infection was mild, except a case of HZ ophthalmicus, without corneal involvement, in an RA patient treated with tofacitinib.",R, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,8,There were no cases of disseminated HZ disease or postherpetic neuralgia.,N, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,9,All but one patient received antiviral treatment with a resolution of HZ-related symptoms up to 6 weeks.,N, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,10,Five patients completed the second vaccine dose without other adverse effects.,N, 
58,"“For #Covid vaccines, shingles and even more dangerous and painful skin conditions may be the new thrombocytopenia.""",10.1093/rheumatology/keab345,https://www.politifact.com/factchecks/2021/apr/29/facebook-posts/despite-all-talk-covid-19-vaccination-does-not-inf/,Herpes zoster following BNT162b2 mRNA COVID-19 vaccination in patients with autoimmune inflammatory rheumatic diseases: a case series,11,Conclusion: Epidemiologic studies on the safety of the mRNA-based COVID-19 vaccines in patients with AIIRD are needed to clarify the association between the BNT162b2 mRNA vaccination and reactivation of zoster.,R, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,1,Background: Waning immunity occurs in patients who have recovered from Coronavirus Disease 2019 (COVID-19).,R, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,2,"However, it remains unclear whether true re-infection occurs.",N, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,3,Methods: Whole genome sequencing was performed directly on respiratory specimens collected during 2 episodes of COVID-19 in a patient.,R, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,4,Comparative genome analysis was conducted to differentiate re-infection from persistent viral shedding.,N, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,5,"Laboratory results, including RT-PCR Ct values and serum Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) IgG, were analyzed.",N, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,6,Results: The second episode of asymptomatic infection occurred 142 days after the first symptomatic episode in an apparently immunocompetent patient.,N, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,7,"During the second episode, there was evidence of acute infection including elevated C-reactive protein and SARS-CoV-2 IgG seroconversion.",N, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,8,Viral genomes from first and second episodes belong to different clades/lineages.,N, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,9,"The virus genome from the first episode contained a a stop codon at position 64 of ORF8, leading to a truncation of 58 amino acids.",R, 
59,“The percentage of Americans with natural immunity from getting COVID-19 is “a very powerful vaccine in itself.”,10.1093/cid/ciaa1275,https://www.politifact.com/factchecks/2020/dec/15/donald-trump/trumps-wrong-15-immunity-resulting-infection-isnt-/,Coronavirus Disease 2019 (COVID-19) Re-infection by a Phylogenetically Distinct Severe Acute Respiratory Syndrome Coronavirus 2 Strain Confirmed by Whole Genome Sequencing,10,"Another 23 nucleotide and 13 amino acid differences located in 9 different proteins, including positions of B and T cell epitopes, were found between viruses from the first and second episodes.",N, 
